ID	差值(647-ID)	M值(差值×1.5)	舍弃小数后的M	火堆点击总次数	门方向
208	662	向左开
209	661	向左开
210	659	向左开
211	658	向左开
212	656	向左开
213	655	向左开
214	653	向左开
215	652	向左开
216	650	向左开
217	649	向左开
218	647	向左开
219	646	向左开
220	644	向左开
221	643	向左开
222	641	向左开
223	640	向左开
224	638	向左开
225	637	向左开
226	635	向左开
227	634	向左开
228	632	向左开
229	631	向左开
230	629	向左开
231	628	向左开
232	626	向左开
233	625	向左开
234	623	向左开
235	622	向左开
236	620	向左开
237	619	向左开
238	617	向左开
239	616	向左开
240	614	向左开
241	613	向左开
242	611	向左开
243	610	向左开
244	608	向左开
245	607	向左开
246	605	向左开
247	604	向左开
248	602	向左开
249	601	向左开
250	599	向左开
251	598	向左开
252	596	向左开
253	595	向左开
254	593	向左开
255	592	向左开
256	590	向左开
257	589	向左开
258	587	向左开
259	586	向左开
260	584	向左开
261	583	向左开
262	581	向左开
263	580	向左开
264	578	向左开
265	577	向左开
266	575	向左开
267	574	向左开
268	572	向左开
269	571	向左开
270	569	向左开
271	568	向左开
272	566	向左开
273	565	向左开
274	563	向左开
275	562	向左开
276	560	向左开
277	559	向左开
278	557	向左开
279	556	向左开
280	554	向左开
281	553	向左开
282	551	向左开
283	550	向左开
284	548	向左开
285	547	向左开
286	545	向左开
287	544	向左开
288	542	向左开
289	541	向左开
290	539	向左开
291	538	向左开
292	536	向左开
293	535	向左开
294	533	向左开
295	532	向左开
296	530	向左开
297	529	向左开
298	527	向左开
299	526	向左开
300	524	向左开
301	523	向左开
302	521	向左开
303	520	向左开
304	518	向左开
305	517	向左开
306	515	向左开
307	514	向左开
308	512	向左开
309	511	向左开
310	509	向左开
311	508	向左开
312	506	向左开
313	505	向左开
314	503	向左开
315	502	向左开
316	500	向左开
317	499	向左开
318	497	向左开
319	496	向左开
320	494	向左开
321	493	向左开
322	491	向左开
323	490	向左开
324	488	向左开
325	487	向左开
326	485	向左开
327	484	向左开
328	482	向左开
329	481	向左开
330	479	向左开
331	478	向左开
332	476	向左开
333	475	向左开
334	473	向左开
335	472	向左开
336	470	向左开
337	469	向左开
338	467	向左开
339	466	向左开
340	464	向左开
341	463	向左开
342	461	向左开
343	460	向左开
344	458	向左开
345	457	向左开
346	455	向左开
347	454	向左开
348	452	向左开
349	451	向左开
350	449	向左开
351	448	向左开
352	446	向左开
353	445	向左开
354	443	向左开
355	442	向左开
356	440	向左开
357	439	向左开
358	437	向左开
359	436	向左开
360	434	向左开
361	433	向左开
362	431	向左开
363	430	向左开
364	428	向左开
365	427	向左开
366	425	向左开
367	424	向左开
368	422	向左开
369	421	向左开
370	419	向左开
371	418	向左开
372	416	向左开
373	415	向左开
374	413	向左开
375	412	向左开
376	410	向左开
377	409	向左开
378	407	向左开
379	406	向左开
380	404	向左开
381	403	向左开
382	401	向左开
383	400	向左开
384	398	向左开
385	397	向左开
386	395	向左开
387	394	向左开
388	392	向左开
389	391	向左开
390	389	向左开
391	388	向左开
392	386	向左开
393	385	向左开
394	383	向左开
395	382	向左开
396	380	向左开
397	379	向左开
398	377	向左开
399	376	向左开
400	374	向左开
401	373	向左开
402	371	向左开
403	370	向左开
404	368	向左开
405	367	向左开
406	365	向左开
407	364	向左开
408	362	向左开
409	361	向左开
410	359	向左开
411	358	向左开
412	356	向左开
413	355	向左开
414	353	向左开
415	352	向左开
416	350	向左开
417	349	向左开
418	347	向左开
419	346	向左开
420	344	向左开
421	343	向左开
422	341	向左开
423	340	向左开
424	338	向左开
425	337	向左开
426	335	向左开
427	334	向左开
428	332	向左开
429	331	向左开
430	329	向左开
431	328	向左开
432	326	向左开
433	325	向左开
434	323	向左开
435	322	向左开
436	320	向左开
437	319	向左开
438	317	向左开
439	316	向左开
440	314	向左开
441	313	向左开
442	311	向左开
443	310	向左开
444	308	向左开
445	307	向左开
446	305	向左开
447	304	向左开
448	302	向左开
449	301	向左开
450	299	向左开
451	298	向左开
452	296	向左开
453	295	向左开
454	293	向左开
455	292	向左开
456	290	向左开
457	289	向左开
458	287	向左开
459	286	向左开
460	284	向左开
461	283	向左开
462	281	向左开
463	280	向左开
464	278	向左开
465	277	向左开
466	275	向左开
467	274	向左开
468	272	向左开
469	271	向左开
470	269	向左开
471	268	向左开
472	266	向左开
473	265	向左开
474	263	向左开
475	262	向左开
476	260	向左开
477	259	向左开
478	257	向左开
479	256	向左开
480	254	向左开
481	253	向左开
482	251	向左开
483	250	向左开
484	248	向左开
485	247	向左开
486	245	向左开
487	244	向左开
488	242	向左开
489	241	向左开
490	239	向左开
491	238	向左开
492	236	向左开
493	235	向左开
494	233	向左开
495	232	向左开
496	230	向左开
497	229	向左开
498	227	向左开
499	226	向左开
500	224	向左开
501	223	向左开
502	221	向左开
503	220	向左开
504	218	向左开
505	217	向左开
506	215	向左开
507	214	向左开
508	212	向左开
509	211	向左开
510	209	向左开
511	208	向左开
512	206	向左开
513	205	向左开
514	203	向左开
515	202	向左开
516	200	向左开
517	199	向左开
518	197	向左开
519	196	向左开
520	194	向左开
521	193	向左开
522	191	向左开
523	190	向左开
524	188	向左开
525	187	向左开
526	185	向左开
527	184	向左开
528	182	向左开
529	181	向左开
530	179	向左开
531	178	向左开
532	176	向左开
533	175	向左开
534	173	向左开
535	172	向左开
536	170	向左开
537	169	向左开
538	167	向左开
539	166	向左开
540	164	向左开
541	163	向左开
542	161	向左开
543	160	向左开
544	158	向左开
545	157	向左开
546	155	向左开
547	154	向左开
548	152	向左开
549	151	向左开
550	149	向左开
551	148	向左开
552	146	向左开
553	145	向左开
554	143	向左开
555	142	向左开
556	140	向左开
557	139	向左开
558	137	向左开
559	136	向左开
560	134	向左开
561	133	向左开
562	131	向左开
563	130	向左开
564	128	向左开
565	127	向左开
566	125	向左开
567	124	向左开
568	122	向左开
569	121	向左开
570	119	向左开
571	118	向左开
572	116	向左开
573	115	向左开
574	113	向左开
575	112	向左开
576	110	向左开
577	109	向左开
578	107	向左开
579	106	向左开
580	104	向左开
581	103	向左开
582	101	向左开
583	100	向左开
584	98	向左开
585	97	向左开
586	95	向左开
587	94	向左开
588	92	向左开
589	91	向左开
590	89	向左开
591	88	向左开
592	86	向左开
593	85	向左开
594	83	向左开
595	82	向左开
596	80	向左开
597	79	向左开
598	77	向左开
599	76	向左开
600	74	向左开
601	73	向左开
602	71	向左开
603	70	向左开
604	68	向左开
605	67	向左开
606	65	向左开
607	64	向左开
608	62	向左开
609	61	向左开
610	59	向左开
611	58	向左开
612	56	向左开
613	55	向左开
614	53	向左开
615	52	向左开
616	50	向左开
617	49	向左开
618	47	向左开
619	46	向左开
620	44	向左开
621	43	向左开
622	41	向左开
623	40	向左开
624	38	向左开
625	37	向左开
626	35	向左开
627	34	向左开
628	32	向左开
629	31	向左开
630	29	向左开
631	28	向左开
632	26	向左开
633	25	向左开
634	23	向左开
635	22	向左开
636	20	向左开
637	19	向左开
638	17	向左开
639	16	向左开
640	14	向左开
641	13	向左开
642	11	向左开
643	10	向左开
644	8	向左开
645	7	向左开
646	5	向左开
647	4	无（等于647）
